,No.,Time,Source,Destination,Protocol,Length,Info
612795,676607,81523.887355,10.0.0.45,46.228.164.11,TCP,54,"60857  >  80 [FIN, ACK] Seq=878 Ack=93 Win=65249 Len=0"
612796,676608,81523.890567,10.0.0.45,52.16.69.52,TCP,54,"60413  >  80 [FIN, ACK] Seq=6164 Ack=4200 Win=65536 Len=0"
612797,676609,81523.890892,52.5.126.13,10.0.0.45,TCP,54,"[TCP Retransmission] 80  >  60774 [FIN, ACK] Seq=311 Ack=466 Win=19200 Len=0"
612798,676610,81523.891237,10.0.0.45,216.58.210.130,TCP,54,"60102  >  80 [FIN, ACK] Seq=2520 Ack=25213 Win=65024 Len=0"
612799,676611,81523.891645,10.0.0.45,31.13.93.12,TCP,54,"60023  >  80 [FIN, ACK] Seq=94697 Ack=30227 Win=65024 Len=0"
612800,676612,81523.892151,10.0.0.45,174.36.220.230,TCP,54,"60841  >  80 [FIN, ACK] Seq=521 Ack=118 Win=66560 Len=0"
612801,676613,81523.892555,10.0.0.45,66.35.58.78,TCP,54,"60875  >  80 [FIN, ACK] Seq=1 Ack=1 Win=66560 Len=0"
612802,676614,81523.892992,10.0.0.45,216.52.92.112,TCP,54,"60855  >  80 [FIN, ACK] Seq=1 Ack=1 Win=66560 Len=0"
612803,676615,81523.893334,10.0.0.45,184.169.170.156,TCP,54,"60866  >  80 [FIN, ACK] Seq=1 Ack=1 Win=66560 Len=0"
612804,676616,81523.893625,10.0.0.45,95.172.94.11,TCP,54,"60863  >  80 [FIN, ACK] Seq=1 Ack=2 Win=66560 Len=0"
612805,676617,81523.893962,10.0.0.45,64.34.191.190,TCP,54,"60861  >  80 [FIN, ACK] Seq=496 Ack=591 Win=66048 Len=0"
612806,676618,81523.894703,10.0.0.45,66.35.58.83,TCP,54,"60869  >  80 [FIN, ACK] Seq=1 Ack=1 Win=66560 Len=0"
612807,676619,81523.895047,10.0.0.45,54.165.119.203,TCP,54,"60770  >  80 [FIN, ACK] Seq=592 Ack=448 Win=64894 Len=0"
612808,676620,81523.895739,10.0.0.45,52.7.40.215,TCP,54,"60411  >  80 [FIN, ACK] Seq=6418 Ack=12057 Win=65536 Len=0"
612809,676622,81523.904208,52.5.126.13,10.0.0.45,TCP,54,"[TCP Retransmission] 80  >  60725 [FIN, ACK] Seq=609 Ack=907 Win=20224 Len=0"
612810,676623,81523.930727,52.2.31.160,10.0.0.45,TCP,54,"[TCP Retransmission] 80  >  60775 [FIN, ACK] Seq=3396 Ack=490 Win=19200 Len=0"
612811,676624,81523.950608,31.13.93.12,10.0.0.45,TCP,54,80  >  60023 [ACK] Seq=30227 Ack=94698 Win=237056 Len=0
612812,676625,81523.967101,95.172.94.11,10.0.0.45,TCP,54,80  >  60863 [ACK] Seq=2 Ack=2 Win=14720 Len=0
612813,676626,81523.968475,46.228.164.11,10.0.0.45,TCP,54,80  >  60857 [ACK] Seq=93 Ack=879 Win=15786 Len=0
612814,676627,81523.96983,52.16.69.52,10.0.0.45,TCP,54,80  >  60413 [ACK] Seq=4200 Ack=6165 Win=27136 Len=0
612815,676628,81523.981174,216.58.210.130,10.0.0.45,TCP,54,80  >  60102 [RST] Seq=25213 Win=0 Len=0
612816,676629,81523.987647,10.0.0.45,23.214.152.100,TCP,54,[TCP Dup ACK 659238#3] 60470  >  80 [ACK] Seq=1386 Ack=17007 Win=65280 Len=0
612817,676630,81523.987682,31.13.93.12,10.0.0.45,TCP,54,"80  >  60617 [FIN, ACK] Seq=22219 Ack=73295 Win=197632 Len=0"
612818,676631,81523.987827,10.0.0.45,31.13.93.12,TCP,54,[TCP Dup ACK 673373#1] 60617  >  80 [ACK] Seq=73295 Ack=22219 Win=65024 Len=0
612819,676632,81523.987885,10.0.0.45,54.209.44.120,TCP,54,[TCP Dup ACK 675529#1] 60737  >  80 [ACK] Seq=3651 Ack=1113 Win=65536 Len=0
612820,676633,81523.987931,10.0.0.45,54.209.44.120,TCP,54,[TCP Dup ACK 675528#1] 60735  >  80 [ACK] Seq=3604 Ack=1113 Win=65536 Len=0
612821,676634,81523.987979,10.0.0.45,54.209.44.120,TCP,54,[TCP Dup ACK 675530#1] 60731  >  80 [ACK] Seq=4821 Ack=1828 Win=66304 Len=0
612822,676635,81523.988051,10.0.0.45,54.209.44.120,TCP,54,[TCP Dup ACK 675531#1] 60740  >  80 [ACK] Seq=3536 Ack=1113 Win=65536 Len=0
612823,676636,81523.988271,10.0.0.45,50.31.164.173,TCP,54,[TCP Dup ACK 655901#1] 59348  >  443 [ACK] Seq=15741 Ack=4764 Win=65340 Len=0
612824,676637,81523.988456,10.0.0.45,50.22.231.231,TCP,54,60438  >  80 [ACK] Seq=8224 Ack=12349 Win=66560 Len=0
612825,676638,81523.988516,10.0.0.45,37.252.161.156,TCP,54,[TCP Dup ACK 659947#1] 60561  >  80 [ACK] Seq=772 Ack=1187 Win=64154 Len=0
612826,676639,81523.989107,10.0.0.45,50.22.231.231,TCP,54,[TCP Dup ACK 676637#1] 60438  >  80 [ACK] Seq=8224 Ack=12349 Win=66560 Len=0
612827,676640,81523.989267,10.0.0.45,185.29.133.224,TCP,54,[TCP Dup ACK 659458#2] 59751  >  80 [ACK] Seq=5439 Ack=3314 Win=65280 Len=0
612828,676641,81523.98932,10.0.0.45,52.5.126.13,TCP,54,60773  >  80 [ACK] Seq=461 Ack=312 Win=66304 Len=0
612829,676642,81523.989363,10.0.0.45,52.5.126.13,TCP,54,60725  >  80 [ACK] Seq=907 Ack=610 Win=66048 Len=0
612830,676643,81523.989406,10.0.0.45,52.5.126.13,TCP,54,60774  >  80 [ACK] Seq=466 Ack=312 Win=66304 Len=0
612831,676644,81523.989446,10.0.0.45,52.2.31.160,TCP,54,60775  >  80 [ACK] Seq=490 Ack=3397 Win=66560 Len=0
612832,676645,81523.989691,10.0.0.45,52.5.126.13,TCP,54,[TCP Dup ACK 676643#1] 60774  >  80 [ACK] Seq=466 Ack=312 Win=66304 Len=0
612833,676646,81523.989838,10.0.0.45,52.5.126.13,TCP,54,[TCP Dup ACK 676642#1] 60725  >  80 [ACK] Seq=907 Ack=610 Win=66048 Len=0
612834,676647,81523.989895,10.0.0.45,52.2.31.160,TCP,54,[TCP Dup ACK 676644#1] 60775  >  80 [ACK] Seq=490 Ack=3397 Win=66560 Len=0
612835,676648,81523.989985,10.0.0.45,31.13.93.12,TCP,54,60617  >  80 [ACK] Seq=73295 Ack=22220 Win=65024 Len=0
612836,676649,81523.995728,52.6.33.237,10.0.0.45,TCP,54,80  >  60019 [ACK] Seq=51312 Ack=112590 Win=52224 Len=0
612837,676650,81524.011249,216.52.92.112,10.0.0.45,TCP,54,80  >  60854 [ACK] Seq=439 Ack=12825 Win=41472 Len=0
612838,676651,81524.033871,174.36.220.230,10.0.0.45,TCP,54,80  >  60841 [ACK] Seq=118 Ack=522 Win=30720 Len=0
612839,676653,81524.036113,64.34.191.190,10.0.0.45,TCP,54,80  >  60861 [ACK] Seq=591 Ack=497 Win=15872 Len=0
612840,676654,81524.038173,52.0.102.198,10.0.0.45,TCP,54,80  >  60396 [ACK] Seq=67857 Ack=156203 Win=71936 Len=0
612841,676655,81524.038848,52.7.40.215,10.0.0.45,TCP,54,80  >  60411 [ACK] Seq=12057 Ack=6419 Win=31744 Len=0
612842,676656,81524.041663,54.165.119.203,10.0.0.45,TCP,54,80  >  60770 [ACK] Seq=448 Ack=593 Win=15366 Len=0
612843,676657,81524.048234,52.0.102.198,10.0.0.45,TCP,54,80  >  60396 [ACK] Seq=67857 Ack=158777 Win=71936 Len=0
612844,676658,81524.053202,52.0.102.198,10.0.0.45,TCP,1506,80  >  60396 [ACK] Seq=67857 Ack=158777 Win=71936 Len=1452 [TCP segment of a reassembled PDU]
612845,676659,81524.055824,52.0.102.198,10.0.0.45,TCP,1506,80  >  60396 [ACK] Seq=69309 Ack=158777 Win=71936 Len=1452 [TCP segment of a reassembled PDU]
612846,676660,81524.055859,216.52.92.112,10.0.0.45,TCP,54,"80  >  60855 [FIN, ACK] Seq=1 Ack=2 Win=14720 Len=0"
612847,676661,81524.056493,216.52.92.112,10.0.0.45,TCP,54,80  >  60854 [ACK] Seq=439 Ack=14918 Win=39424 Len=0
612848,676662,81524.081999,66.35.58.83,10.0.0.45,HTTP,241,HTTP/1.0 400 Bad request  (text/html)
612849,676663,81524.087677,66.35.58.78,10.0.0.45,HTTP,241,HTTP/1.0 400 Bad request  (text/html)
612850,676664,81524.108848,216.52.92.112,10.0.0.45,HTTP,273,HTTP/1.1 200 OK 
612851,676665,81524.117252,184.169.170.156,10.0.0.45,TCP,54,"80  >  60866 [FIN, ACK] Seq=1 Ack=2 Win=18176 Len=0"
612852,676666,81524.121369,10.0.0.45,216.52.92.112,TCP,54,60855  >  80 [ACK] Seq=2 Ack=2 Win=66560 Len=0
612853,676667,81524.121634,10.0.0.45,66.35.58.83,TCP,54,"60869  >  80 [RST, ACK] Seq=2 Ack=188 Win=0 Len=0"
612854,676668,81524.121704,10.0.0.45,66.35.58.78,TCP,54,"60875  >  80 [RST, ACK] Seq=2 Ack=188 Win=0 Len=0"
612855,676669,81524.121772,10.0.0.45,184.169.170.156,TCP,54,60866  >  80 [ACK] Seq=2 Ack=2 Win=66560 Len=0
612856,676670,81524.121854,10.0.0.45,52.0.102.198,TCP,54,60396  >  80 [ACK] Seq=158777 Ack=70761 Win=66560 Len=0
612857,676671,81524.256437,52.0.102.198,10.0.0.45,TCP,1506,80  >  60396 [ACK] Seq=70761 Ack=158777 Win=71936 Len=1452 [TCP segment of a reassembled PDU]
612858,676672,81524.258423,52.0.102.198,10.0.0.45,HTTP/XML,431,HTTP/1.1 200 OK 
612859,676673,81524.258685,10.0.0.45,52.0.102.198,TCP,54,60396  >  80 [ACK] Seq=158777 Ack=72590 Win=66560 Len=0
612860,676674,81524.329958,10.0.0.45,216.52.92.112,TCP,54,60854  >  80 [ACK] Seq=14918 Ack=658 Win=66048 Len=0
612861,676675,81525.560708,23.214.152.89,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60699 [ACK] Seq=39829 Ack=4878 Win=32768 Len=0
612862,676676,81525.584055,23.214.152.89,10.0.0.45,TCP,54,80  >  60699 [ACK] Seq=39830 Ack=4879 Win=26304 Len=0
612863,676677,81525.604218,31.13.93.12,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60002 [ACK] Seq=176661 Ack=174751 Win=262144 Len=0
612864,676678,81525.60541,52.0.102.198,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60331 [ACK] Seq=47957 Ack=123433 Win=262144 Len=0
612865,676679,81525.60609,31.13.93.12,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60016 [ACK] Seq=143579 Ack=208962 Win=262144 Len=0
612866,676680,81525.607255,31.13.93.12,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60722 [ACK] Seq=23826 Ack=51127 Win=262144 Len=0
612867,676681,81525.607954,31.13.93.12,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60015 [ACK] Seq=255074 Ack=314153 Win=262144 Len=0
612868,676682,81525.607998,31.13.93.12,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60013 [ACK] Seq=175577 Ack=274595 Win=262144 Len=0
612869,676683,81525.609271,54.88.85.51,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60456 [ACK] Seq=35915 Ack=80056 Win=262144 Len=0
612870,676684,81525.609835,54.88.85.51,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60635 [ACK] Seq=19850 Ack=50235 Win=262144 Len=0
612871,676685,81525.61652,31.13.93.12,10.0.0.45,TCP,54,80  >  60002 [ACK] Seq=176662 Ack=174752 Win=451328 Len=0
612872,676686,81525.62145,31.13.93.12,10.0.0.45,TCP,54,80  >  60722 [ACK] Seq=23827 Ack=51128 Win=132608 Len=0
612873,676687,81525.621966,31.13.93.12,10.0.0.45,TCP,54,80  >  60016 [ACK] Seq=143580 Ack=208963 Win=504832 Len=0
612874,676688,81525.623096,31.13.93.12,10.0.0.45,TCP,54,80  >  60015 [ACK] Seq=255075 Ack=314154 Win=523008 Len=0
612875,676689,81525.623148,31.13.93.12,10.0.0.45,TCP,54,80  >  60013 [ACK] Seq=175578 Ack=274596 Win=523008 Len=0
612876,676690,81525.709559,52.0.102.198,10.0.0.45,TCP,54,80  >  60331 [ACK] Seq=47958 Ack=123434 Win=43520 Len=0
612877,676691,81525.710999,54.88.85.51,10.0.0.45,TCP,54,80  >  60456 [ACK] Seq=35916 Ack=80057 Win=52224 Len=0
612878,676692,81525.722494,54.88.85.51,10.0.0.45,TCP,54,80  >  60635 [ACK] Seq=19851 Ack=50236 Win=34816 Len=0
612879,676693,81526.556942,23.214.118.53,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60780 [ACK] Seq=300 Ack=725 Win=32768 Len=0
612880,676694,81526.558183,62.67.193.25,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  60608 [ACK] Seq=5057 Ack=4872 Win=262144 Len=0
612881,676695,81526.578409,23.214.118.53,10.0.0.45,TCP,54,80  >  60780 [ACK] Seq=301 Ack=726 Win=16064 Len=0
612882,676696,81526.588749,62.67.193.25,10.0.0.45,TCP,54,443  >  60608 [ACK] Seq=5058 Ack=4873 Win=14592 Len=0
612883,676697,81527.513045,54.171.217.190,10.0.0.45,TCP,54,"80  >  60800 [FIN, ACK] Seq=480 Ack=664 Win=15249 Len=0"
612884,676698,81527.560009,23.214.152.89,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60781 [ACK] Seq=23294 Ack=1048 Win=32768 Len=0
612885,676699,81527.581989,23.214.152.89,10.0.0.45,TCP,54,80  >  60781 [ACK] Seq=23295 Ack=1049 Win=16704 Len=0
612886,676700,81527.61044,31.13.93.12,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  60847 [ACK] Seq=22535 Ack=41218 Win=262144 Len=0
612887,676701,81527.626899,31.13.93.12,10.0.0.45,TCP,54,443  >  60847 [ACK] Seq=22536 Ack=41219 Win=105472 Len=0
612888,676702,81528.389591,54.171.217.190,10.0.0.45,TCP,54,"[TCP Retransmission] 80  >  60800 [FIN, ACK] Seq=480 Ack=664 Win=15249 Len=0"
612889,676703,81529.557815,85.10.247.54,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60809 [ACK] Seq=451 Ack=504 Win=524288 Len=0
612890,676704,81529.565419,85.10.247.54,10.0.0.45,TCP,54,80  >  60809 [ACK] Seq=452 Ack=505 Win=15872 Len=0
612891,676705,81530.167424,54.171.217.190,10.0.0.45,TCP,54,"[TCP Retransmission] 80  >  60800 [FIN, ACK] Seq=480 Ack=664 Win=15249 Len=0"
612892,676706,81530.607172,216.58.210.130,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60179 [ACK] Seq=2827 Ack=2115 Win=131072 Len=0
612893,676707,81530.652605,216.58.210.130,10.0.0.45,TCP,54,80  >  60179 [ACK] Seq=2828 Ack=2116 Win=47616 Len=0
612894,676708,81531.557922,91.190.218.59,10.0.0.45,TCP,54,[TCP Keep-Alive] 12350  >  49703 [ACK] Seq=3853 Ack=8994 Win=1048576 Len=0
612895,676709,81531.559085,157.56.193.33,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  49711 [ACK] Seq=116813 Ack=253017 Win=1024 Len=0
612896,676710,81531.591929,157.56.193.33,10.0.0.45,TCP,54,443  >  49711 [ACK] Seq=116814 Ack=253018 Win=64855 Len=0
612897,676711,81531.595319,91.190.218.59,10.0.0.45,TCP,54,12350  >  49703 [ACK] Seq=3854 Ack=8995 Win=14336 Len=0
612898,676712,81531.60466,198.47.127.14,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60805 [ACK] Seq=1501 Ack=2569 Win=1024 Len=0
612899,676713,81531.694886,198.47.127.14,10.0.0.45,TCP,54,80  >  60805 [ACK] Seq=1502 Ack=2570 Win=8190 Len=0
612900,676714,81531.909048,54.174.137.132,10.0.0.45,TCP,54,"80  >  60745 [FIN, ACK] Seq=2385 Ack=3425 Win=25344 Len=0"
612901,676715,81532.607588,111.221.77.144,10.0.0.45,TCP,54,[TCP Keep-Alive] 40012  >  49691 [ACK] Seq=123959 Ack=191322 Win=524288 Len=0
612902,676716,81532.857416,54.174.137.132,10.0.0.45,TCP,54,"[TCP Retransmission] 80  >  60745 [FIN, ACK] Seq=2385 Ack=3425 Win=25344 Len=0"
612903,676717,81532.915137,111.221.77.144,10.0.0.45,TCP,54,40012  >  49691 [ACK] Seq=123960 Ack=191323 Win=80384 Len=0
612904,676718,81533.723111,54.171.217.190,10.0.0.45,TCP,54,"[TCP Retransmission] 80  >  60800 [FIN, ACK] Seq=480 Ack=664 Win=15249 Len=0"
612905,676719,81534.578538,10.0.0.45,52.2.31.160,TCP,54,"60775  >  80 [FIN, ACK] Seq=490 Ack=3397 Win=66560 Len=0"
612906,676720,81534.582965,10.0.0.45,52.5.126.13,TCP,54,"60725  >  80 [FIN, ACK] Seq=907 Ack=610 Win=66048 Len=0"
612907,676721,81534.583662,10.0.0.45,52.5.126.13,TCP,54,"60773  >  80 [FIN, ACK] Seq=461 Ack=312 Win=66304 Len=0"
612908,676722,81534.583994,10.0.0.45,52.5.126.13,TCP,54,"60774  >  80 [FIN, ACK] Seq=466 Ack=312 Win=66304 Len=0"
612909,676723,81534.585114,10.0.0.45,31.13.93.12,TCP,54,"60617  >  80 [FIN, ACK] Seq=73295 Ack=22220 Win=65024 Len=0"
612910,676724,81534.585641,10.0.0.45,50.22.231.231,TCP,54,"60438  >  80 [FIN, ACK] Seq=8224 Ack=12349 Win=66560 Len=0"
612911,676725,81534.587275,10.0.0.45,50.31.164.173,TCP,54,"59348  >  443 [FIN, ACK] Seq=15741 Ack=4764 Win=65340 Len=0"
612912,676726,81534.608932,199.16.156.201,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  59603 [ACK] Seq=4143 Ack=17346 Win=262144 Len=0
612913,676727,81534.615802,31.13.93.12,10.0.0.45,TCP,54,80  >  60617 [ACK] Seq=22220 Ack=73296 Win=197632 Len=0
612914,676728,81534.703707,52.5.126.13,10.0.0.45,TCP,54,80  >  60725 [ACK] Seq=610 Ack=908 Win=20224 Len=0
612915,676729,81534.704877,52.2.31.160,10.0.0.45,TCP,54,80  >  60775 [ACK] Seq=3397 Ack=491 Win=19200 Len=0
612916,676730,81534.704912,50.22.231.231,10.0.0.45,TCP,54,80  >  60438 [ACK] Seq=12349 Ack=8225 Win=34304 Len=0
612917,676731,81534.706062,52.5.126.13,10.0.0.45,TCP,54,80  >  60773 [ACK] Seq=312 Ack=462 Win=19200 Len=0
612918,676732,81534.707307,52.5.126.13,10.0.0.45,TCP,54,80  >  60774 [ACK] Seq=312 Ack=467 Win=19200 Len=0
612919,676733,81534.743284,199.16.156.201,10.0.0.45,TCP,54,443  >  59603 [ACK] Seq=4144 Ack=17347 Win=75008 Len=0
612920,676734,81534.747941,50.31.164.173,10.0.0.45,TCP,54,443  >  59348 [ACK] Seq=4764 Ack=15742 Win=20096 Len=0
612921,676735,81534.748561,50.31.164.173,10.0.0.45,TCP,54,"443  >  59348 [FIN, ACK] Seq=4764 Ack=15742 Win=20096 Len=0"
612922,676736,81534.756629,54.174.137.132,10.0.0.45,TCP,54,"[TCP Retransmission] 80  >  60745 [FIN, ACK] Seq=2385 Ack=3425 Win=25344 Len=0"
612923,676737,81534.806603,10.0.0.45,23.214.152.89,TCP,54,[TCP Dup ACK 673735#1] 60699  >  80 [ACK] Seq=4879 Ack=39830 Win=66560 Len=0
612924,676738,81534.806854,10.0.0.45,31.13.93.12,TCP,54,[TCP Dup ACK 675798#1] 60002  >  80 [ACK] Seq=174752 Ack=176662 Win=66048 Len=0
612925,676739,81534.806908,10.0.0.45,52.0.102.198,TCP,54,[TCP Dup ACK 675833#1] 60331  >  80 [ACK] Seq=123434 Ack=47958 Win=65536 Len=0
612926,676740,81534.806956,10.0.0.45,31.13.93.12,TCP,54,[TCP Dup ACK 675772#1] 60016  >  80 [ACK] Seq=208963 Ack=143580 Win=66048 Len=0
612927,676741,81534.807026,10.0.0.45,31.13.93.12,TCP,54,[TCP Dup ACK 675805#1] 60722  >  80 [ACK] Seq=51128 Ack=23827 Win=66048 Len=0
612928,676742,81534.807077,10.0.0.45,31.13.93.12,TCP,54,[TCP Dup ACK 675804#1] 60015  >  80 [ACK] Seq=314154 Ack=255075 Win=66048 Len=0
612929,676743,81534.807121,10.0.0.45,31.13.93.12,TCP,54,[TCP Dup ACK 675797#1] 60013  >  80 [ACK] Seq=274596 Ack=175578 Win=66048 Len=0
612930,676744,81534.807166,10.0.0.45,54.88.85.51,TCP,54,[TCP Dup ACK 675834#1] 60456  >  80 [ACK] Seq=80057 Ack=35916 Win=66560 Len=0
612931,676745,81534.807316,10.0.0.45,54.88.85.51,TCP,54,[TCP Dup ACK 675826#1] 60635  >  80 [ACK] Seq=50236 Ack=19851 Win=65536 Len=0
612932,676746,81534.809003,10.0.0.45,23.214.118.53,TCP,54,[TCP Dup ACK 673910#2] 60780  >  80 [ACK] Seq=726 Ack=301 Win=66304 Len=0
612933,676747,81534.809055,10.0.0.45,62.67.193.25,TCP,54,[TCP Dup ACK 660655#2] 60608  >  443 [ACK] Seq=4873 Ack=5058 Win=66560 Len=0
612934,676748,81534.809117,10.0.0.45,23.214.152.89,TCP,54,[TCP Dup ACK 673951#1] 60781  >  80 [ACK] Seq=1049 Ack=23295 Win=66560 Len=0
612935,676749,81534.809164,10.0.0.45,54.171.217.190,TCP,54,60800  >  80 [ACK] Seq=664 Ack=481 Win=64861 Len=0
612936,676750,81534.811867,10.0.0.45,31.13.93.12,TCP,54,[TCP Dup ACK 675921#2] 60847  >  443 [ACK] Seq=41219 Ack=22536 Win=66048 Len=0
612937,676751,81534.812099,10.0.0.45,54.171.217.190,TCP,54,[TCP Dup ACK 676749#1] 60800  >  80 [ACK] Seq=664 Ack=481 Win=64861 Len=0
612938,676752,81534.812152,10.0.0.45,85.10.247.54,TCP,54,[TCP Dup ACK 674212#2] 60809  >  80 [ACK] Seq=505 Ack=452 Win=66304 Len=0
612939,676753,81534.812218,10.0.0.45,54.171.217.190,TCP,54,[TCP Dup ACK 676749#2] 60800  >  80 [ACK] Seq=664 Ack=481 Win=64861 Len=0
612940,676754,81534.812575,10.0.0.45,216.58.210.130,TCP,54,[TCP Dup ACK 674064#3] 60179  >  80 [ACK] Seq=2116 Ack=2828 Win=64768 Len=0
612941,676755,81534.812741,10.0.0.45,91.190.218.59,TCP,54,[TCP Dup ACK 671939#1] 49703  >  12350 [ACK] Seq=8995 Ack=3854 Win=65792 Len=0
612942,676756,81534.812801,10.0.0.45,157.56.193.33,TCP,54,[TCP Dup ACK 671938#1] 49711  >  443 [ACK] Seq=253018 Ack=116814 Win=64537 Len=0
612943,676757,81534.812878,10.0.0.45,198.47.127.14,TCP,54,[TCP Dup ACK 674387#1] 60805  >  80 [ACK] Seq=2570 Ack=1502 Win=64800 Len=0
612944,676758,81534.812939,10.0.0.45,54.174.137.132,TCP,54,60745  >  80 [ACK] Seq=3425 Ack=2386 Win=65792 Len=0
612945,676759,81534.813116,10.0.0.45,111.221.77.144,TCP,54,[TCP Dup ACK 672253#1] 49691  >  40012 [ACK] Seq=191323 Ack=123960 Win=65536 Len=0
612946,676760,81534.813289,10.0.0.45,54.174.137.132,TCP,54,[TCP Dup ACK 676758#1] 60745  >  80 [ACK] Seq=3425 Ack=2386 Win=65792 Len=0
612947,676761,81534.813385,10.0.0.45,54.171.217.190,TCP,54,[TCP Dup ACK 676749#3] 60800  >  80 [ACK] Seq=664 Ack=481 Win=64861 Len=0
612948,676762,81534.813435,10.0.0.45,199.16.156.201,TCP,54,[TCP Dup ACK 648662#2] 59603  >  443 [ACK] Seq=17347 Ack=4144 Win=66048 Len=0
612949,676763,81534.813994,10.0.0.45,50.31.164.173,TCP,54,59348  >  443 [ACK] Seq=15742 Ack=4765 Win=65340 Len=0
612950,676764,81534.81416,10.0.0.45,54.174.137.132,TCP,54,[TCP Dup ACK 676758#2] 60745  >  80 [ACK] Seq=3425 Ack=2386 Win=65792 Len=0
612951,676766,81535.391551,10.0.0.45,31.13.93.12,TCP,1464,60847  >  443 [ACK] Seq=41219 Ack=22536 Win=66048 Len=1410 [TCP segment of a reassembled PDU]
612952,676767,81535.391647,10.0.0.45,31.13.93.12,TCP,1464,60847  >  443 [ACK] Seq=42629 Ack=22536 Win=66048 Len=1410 [TCP segment of a reassembled PDU]
612953,676768,81535.391716,10.0.0.45,31.13.93.12,TLSv1.2,1416,Application Data
612954,676769,81535.435171,31.13.93.12,10.0.0.45,TCP,54,443  >  60847 [ACK] Seq=22536 Ack=44039 Win=111104 Len=0
612955,676770,81535.441359,31.13.93.12,10.0.0.45,TLSv1.2,99,Application Data
612956,676771,81535.442966,10.0.0.45,31.13.93.12,TLSv1.2,95,Application Data
612957,676772,81535.443577,10.0.0.45,31.13.93.12,TCP,1464,60847  >  443 [ACK] Seq=45442 Ack=22536 Win=66048 Len=1410 [TCP segment of a reassembled PDU]
612958,676773,81535.443656,10.0.0.45,31.13.93.12,TLSv1.2,293,Application Data
612959,676775,81535.473963,31.13.93.12,10.0.0.45,TLSv1.2,95,Application Data
612960,676776,81535.480597,31.13.93.12,10.0.0.45,TCP,54,443  >  60847 [ACK] Seq=22622 Ack=47091 Win=119552 Len=0
612961,676777,81535.488497,10.0.0.45,31.13.93.12,TCP,54,60847  >  443 [ACK] Seq=47091 Ack=22622 Win=66048 Len=0
612962,676778,81535.683095,31.13.93.12,10.0.0.45,TCP,1464,443  >  60847 [ACK] Seq=22622 Ack=47091 Win=119552 Len=1410 [TCP segment of a reassembled PDU]
612963,676779,81535.686394,31.13.93.12,10.0.0.45,TLSv1.2,299,"Application Data, Application Data"
612964,676780,81535.686742,31.13.93.12,10.0.0.45,TCP,1464,443  >  60847 [ACK] Seq=24277 Ack=47091 Win=119552 Len=1410 [TCP segment of a reassembled PDU]
612965,676781,81535.686999,31.13.93.12,10.0.0.45,TLSv1.2,1282,"Application Data, Application Data"
612966,676782,81535.687324,31.13.93.12,10.0.0.45,TCP,1464,443  >  60847 [ACK] Seq=26915 Ack=47091 Win=119552 Len=1410 [TCP segment of a reassembled PDU]
612967,676783,81535.687577,31.13.93.12,10.0.0.45,TLSv1.2,1286,"Application Data, Application Data"
612968,676784,81535.68761,31.13.93.12,10.0.0.45,TLSv1.2,101,Application Data
612969,676785,81535.860182,31.13.93.12,10.0.0.45,TCP,101,"[TCP Retransmission] 443  >  60847 [PSH, ACK] Seq=29557 Ack=47091 Win=119552 Len=47"
612970,676786,81536.265641,31.13.93.12,10.0.0.45,TCP,1464,[TCP Retransmission] 443  >  60847 [ACK] Seq=22622 Ack=47091 Win=119552 Len=1410
612971,676787,81536.563915,31.13.93.12,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60007 [ACK] Seq=39297 Ack=129077 Win=262144 Len=0
612972,676788,81536.577315,31.13.93.12,10.0.0.45,TCP,54,80  >  60007 [ACK] Seq=39298 Ack=129078 Win=318720 Len=0
612973,676789,81537.072583,31.13.93.12,10.0.0.45,TCP,1464,[TCP Retransmission] 443  >  60847 [ACK] Seq=22622 Ack=47091 Win=119552 Len=1410
612974,676790,81537.57958,54.193.25.194,10.0.0.45,TCP,54,"80  >  60860 [FIN, ACK] Seq=3282 Ack=826 Win=16384 Len=0"
612975,676791,81537.605894,159.8.37.100,10.0.0.45,TCP,54,[TCP Keep-Alive] 80  >  60085 [ACK] Seq=5632 Ack=25840 Win=1024 Len=0
